Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1341,Apples,2015,2015,ha,56,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1341,Apples,2016,2016,ha,82,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1341,Apples,2017,2017,ha,74,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1341,Apples,2018,2018,ha,238,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1341,Apples,2019,2019,ha,67,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1341,Apples,2020,2020,ha,57,A,Official figure
QCL,Crops and livestock products,404,Kenya,5419,Yield,1341,Apples,2015,2015,hg/ha,105179,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1341,Apples,2016,2016,hg/ha,75976,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1341,Apples,2017,2017,hg/ha,40541,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1341,Apples,2018,2018,hg/ha,17899,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1341,Apples,2019,2019,hg/ha,38955,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1341,Apples,2020,2020,hg/ha,18596,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2015,2015,tonnes,589,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2016,2016,tonnes,623,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2017,2017,tonnes,300,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2018,2018,tonnes,426,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2019,2019,tonnes,261,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2020,2020,tonnes,106,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1343,Apricots,2015,2015,ha,17,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1343,Apricots,2016,2016,ha,16,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1343,Apricots,2017,2017,ha,16,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1343,Apricots,2018,2018,ha,16,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1343,Apricots,2019,2019,ha,16,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1343,Apricots,2020,2020,ha,16,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1343,Apricots,2015,2015,hg/ha,47059,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1343,Apricots,2016,2016,hg/ha,46875,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1343,Apricots,2017,2017,hg/ha,47500,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1343,Apricots,2018,2018,hg/ha,48125,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1343,Apricots,2019,2019,hg/ha,47500,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1343,Apricots,2020,2020,hg/ha,47500,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2015,2015,tonnes,80,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2016,2016,tonnes,75,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2017,2017,tonnes,76,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2018,2018,tonnes,77,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2019,2019,tonnes,76,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2020,2020,tonnes,76,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1379.01,Areca nuts,2015,2015,tonnes,113,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1379.01,Areca nuts,2016,2016,tonnes,113,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1379.01,Areca nuts,2017,2017,tonnes,113,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1379.01,Areca nuts,2018,2018,tonnes,113,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1379.01,Areca nuts,2019,2019,tonnes,113,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1379.01,Areca nuts,2020,2020,tonnes,113,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1216,Artichokes,2015,2015,ha,5,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1216,Artichokes,2016,2016,ha,5,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1216,Artichokes,2017,2017,ha,6,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1216,Artichokes,2018,2018,ha,5,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1216,Artichokes,2019,2019,ha,5,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1216,Artichokes,2020,2020,ha,5,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1216,Artichokes,2015,2015,hg/ha,48000,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1216,Artichokes,2016,2016,hg/ha,54000,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1216,Artichokes,2017,2017,hg/ha,45000,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1216,Artichokes,2018,2018,hg/ha,52000,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1216,Artichokes,2019,2019,hg/ha,54000,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1216,Artichokes,2020,2020,hg/ha,54000,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1216,Artichokes,2015,2015,tonnes,24,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1216,Artichokes,2016,2016,tonnes,27,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1216,Artichokes,2017,2017,tonnes,27,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1216,Artichokes,2018,2018,tonnes,26,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1216,Artichokes,2019,2019,tonnes,27,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1216,Artichokes,2020,2020,tonnes,27,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1211,Asparagus,2015,2015,ha,80,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1211,Asparagus,2016,2016,ha,72,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1211,Asparagus,2017,2017,ha,53,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1211,Asparagus,2018,2018,ha,44,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1211,Asparagus,2019,2019,ha,44,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1211,Asparagus,2020,2020,ha,44,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1211,Asparagus,2015,2015,hg/ha,70000,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1211,Asparagus,2016,2016,hg/ha,55833,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1211,Asparagus,2017,2017,hg/ha,55094,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1211,Asparagus,2018,2018,hg/ha,60455,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1211,Asparagus,2019,2019,hg/ha,62045,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1211,Asparagus,2020,2020,hg/ha,62500,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1211,Asparagus,2015,2015,tonnes,560,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1211,Asparagus,2016,2016,tonnes,402,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1211,Asparagus,2017,2017,tonnes,292,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1211,Asparagus,2018,2018,tonnes,266,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1211,Asparagus,2019,2019,tonnes,273,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1211,Asparagus,2020,2020,tonnes,275,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1311,Avocados,2015,2015,ha,8486,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1311,Avocados,2016,2016,ha,10305,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1311,Avocados,2017,2017,ha,16460,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1311,Avocados,2018,2018,ha,14497,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1311,Avocados,2019,2019,ha,20125,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1311,Avocados,2020,2020,ha,24447,A,Official figure
QCL,Crops and livestock products,404,Kenya,5419,Yield,1311,Avocados,2015,2015,hg/ha,160759,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1311,Avocados,2016,2016,hg/ha,170835,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1311,Avocados,2017,2017,hg/ha,132253,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1311,Avocados,2018,2018,hg/ha,161366,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1311,Avocados,2019,2019,hg/ha,131196,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1311,Avocados,2020,2020,hg/ha,131941,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1311,Avocados,2015,2015,tonnes,136420,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1311,Avocados,2016,2016,tonnes,176045,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1311,Avocados,2017,2017,tonnes,217688,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1311,Avocados,2018,2018,tonnes,233933,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1311,Avocados,2019,2019,tonnes,264032,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1311,Avocados,2020,2020,tonnes,322556,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1312,Bananas,2015,2015,ha,60718,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1312,Bananas,2016,2016,ha,63299,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1312,Bananas,2017,2017,ha,77576,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1312,Bananas,2018,2018,ha,72748,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1312,Bananas,2019,2019,ha,76912,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1312,Bananas,2020,2020,ha,72123,A,Official figure
QCL,Crops and livestock products,404,Kenya,5419,Yield,1312,Bananas,2015,2015,hg/ha,212482,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1312,Bananas,2016,2016,hg/ha,203572,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1312,Bananas,2017,2017,hg/ha,184872,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1312,Bananas,2018,2018,hg/ha,194394,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1312,Bananas,2019,2019,hg/ha,223082,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1312,Bananas,2020,2020,hg/ha,257430,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1312,Bananas,2015,2015,tonnes,1290150,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1312,Bananas,2016,2016,tonnes,1288588,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1312,Bananas,2017,2017,tonnes,1434162,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1312,Bananas,2018,2018,tonnes,1414176,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1312,Bananas,2019,2019,tonnes,1715770,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1312,Bananas,2020,2020,tonnes,1856659,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,115,Barley,2015,2015,ha,13969,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,115,Barley,2016,2016,ha,17262,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,115,Barley,2017,2017,ha,21000,T,Unofficial figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,115,Barley,2018,2018,ha,20000,T,Unofficial figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,115,Barley,2019,2019,ha,24014,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,115,Barley,2020,2020,ha,11051,A,Official figure
QCL,Crops and livestock products,404,Kenya,5419,Yield,115,Barley,2015,2015,hg/ha,36793,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,115,Barley,2016,2016,hg/ha,35917,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,115,Barley,2017,2017,hg/ha,36667,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,115,Barley,2018,2018,hg/ha,39134,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,115,Barley,2019,2019,hg/ha,35721,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,115,Barley,2020,2020,hg/ha,31629,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,115,Barley,2015,2015,tonnes,51396,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,115,Barley,2016,2016,tonnes,62000,T,Unofficial figure
QCL,Crops and livestock products,404,Kenya,5510,Production,115,Barley,2017,2017,tonnes,77000,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,115,Barley,2018,2018,tonnes,78267,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,115,Barley,2019,2019,tonnes,85781,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,115,Barley,2020,2020,tonnes,34953,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1701,"Beans, dry",2015,2015,ha,1243882,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1701,"Beans, dry",2016,2016,ha,1171710,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1701,"Beans, dry",2017,2017,ha,1030435,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1701,"Beans, dry",2018,2018,ha,1177173,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1701,"Beans, dry",2019,2019,ha,1188678,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1701,"Beans, dry",2020,2020,ha,1147709,A,Official figure
QCL,Crops and livestock products,404,Kenya,5419,Yield,1701,"Beans, dry",2015,2015,hg/ha,6150,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1701,"Beans, dry",2016,2016,hg/ha,6215,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1701,"Beans, dry",2017,2017,hg/ha,8210,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1701,"Beans, dry",2018,2018,hg/ha,7110,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1701,"Beans, dry",2019,2019,hg/ha,6284,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1701,"Beans, dry",2020,2020,hg/ha,6747,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1701,"Beans, dry",2015,2015,tonnes,765000,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1701,"Beans, dry",2016,2016,tonnes,728160,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1701,"Beans, dry",2017,2017,tonnes,846000,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1701,"Beans, dry",2018,2018,tonnes,837000,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1701,"Beans, dry",2019,2019,tonnes,747000,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1701,"Beans, dry",2020,2020,tonnes,774366,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,24310.01,"Beer of barley, malted",2015,2015,tonnes,473600,T,Unofficial figure
QCL,Crops and livestock products,404,Kenya,5510,Production,24310.01,"Beer of barley, malted",2016,2016,tonnes,559000,T,Unofficial figure
QCL,Crops and livestock products,404,Kenya,5510,Production,24310.01,"Beer of barley, malted",2017,2017,tonnes,550000,T,Unofficial figure
QCL,Crops and livestock products,404,Kenya,5510,Production,24310.01,"Beer of barley, malted",2018,2018,tonnes,500000,T,Unofficial figure
QCL,Crops and livestock products,404,Kenya,5510,Production,24310.01,"Beer of barley, malted",2019,2019,tonnes,500000,T,Unofficial figure
QCL,Crops and livestock products,404,Kenya,5114,Stocks,2196,Bees,2015,2015,No,1506494,A,Official figure
QCL,Crops and livestock products,404,Kenya,5114,Stocks,2196,Bees,2016,2016,No,1445235,A,Official figure
QCL,Crops and livestock products,404,Kenya,5114,Stocks,2196,Bees,2017,2017,No,1623028,A,Official figure
QCL,Crops and livestock products,404,Kenya,5114,Stocks,2196,Bees,2018,2018,No,1533668,A,Official figure
QCL,Crops and livestock products,404,Kenya,5114,Stocks,2196,Bees,2019,2019,No,1138152,A,Official figure
QCL,Crops and livestock products,404,Kenya,5114,Stocks,2196,Bees,2020,2020,No,1426471,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,2960.01,Beeswax,2015,2015,tonnes,2524,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,2960.01,Beeswax,2016,2016,tonnes,2548,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,2960.01,Beeswax,2017,2017,tonnes,2520,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,2960.01,Beeswax,2018,2018,tonnes,2516,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,2960.01,Beeswax,2019,2019,tonnes,2518,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,2960.01,Beeswax,2020,2020,tonnes,2519,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1243,"Broad beans and horse beans, green",2015,2015,ha,327,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1243,"Broad beans and horse beans, green",2016,2016,ha,315,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1243,"Broad beans and horse beans, green",2017,2017,ha,289,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1243,"Broad beans and horse beans, green",2018,2018,ha,204,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1243,"Broad beans and horse beans, green",2019,2019,ha,207,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1243,"Broad beans and horse beans, green",2020,2020,ha,556,A,Official figure
QCL,Crops and livestock products,404,Kenya,5419,Yield,1243,"Broad beans and horse beans, green",2015,2015,hg/ha,44709,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1243,"Broad beans and horse beans, green",2016,2016,hg/ha,49111,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1243,"Broad beans and horse beans, green",2017,2017,hg/ha,52699,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1243,"Broad beans and horse beans, green",2018,2018,hg/ha,58039,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1243,"Broad beans and horse beans, green",2019,2019,hg/ha,60628,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1243,"Broad beans and horse beans, green",2020,2020,hg/ha,61277,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1243,"Broad beans and horse beans, green",2015,2015,tonnes,1462,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1243,"Broad beans and horse beans, green",2016,2016,tonnes,1547,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1243,"Broad beans and horse beans, green",2017,2017,tonnes,1523,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1243,"Broad beans and horse beans, green",2018,2018,tonnes,1184,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1243,"Broad beans and horse beans, green",2019,2019,tonnes,1255,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1243,"Broad beans and horse beans, green",2020,2020,tonnes,3407,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,22241.01,Butter of cow milk,2015,2015,tonnes,14101,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,22241.01,Butter of cow milk,2016,2016,tonnes,16782,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,22241.01,Butter of cow milk,2017,2017,tonnes,14761,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,22241.01,Butter of cow milk,2018,2018,tonnes,15835,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,22241.01,Butter of cow milk,2019,2019,tonnes,16830,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1212,Cabbages,2015,2015,ha,25926,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1212,Cabbages,2016,2016,ha,26931,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1212,Cabbages,2017,2017,ha,15064,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1212,Cabbages,2018,2018,ha,22672,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1212,Cabbages,2019,2019,ha,25733,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1212,Cabbages,2020,2020,ha,29034,A,Official figure
QCL,Crops and livestock products,404,Kenya,5419,Yield,1212,Cabbages,2015,2015,hg/ha,283043,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1212,Cabbages,2016,2016,hg/ha,288142,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1212,Cabbages,2017,2017,hg/ha,507488,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1212,Cabbages,2018,2018,hg/ha,297395,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1212,Cabbages,2019,2019,hg/ha,322283,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1212,Cabbages,2020,2020,hg/ha,325002,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1212,Cabbages,2015,2015,tonnes,733817,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1212,Cabbages,2016,2016,tonnes,775994,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1212,Cabbages,2017,2017,tonnes,764480,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1212,Cabbages,2018,2018,tonnes,674253,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1212,Cabbages,2019,2019,tonnes,829331,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1212,Cabbages,2020,2020,tonnes,943610,A,Official figure
QCL,Crops and livestock products,404,Kenya,5111,Stocks,2121.01,Camels,2015,2015,Head,3059840,A,Official figure
QCL,Crops and livestock products,404,Kenya,5111,Stocks,2121.01,Camels,2016,2016,Head,3222593,A,Official figure
QCL,Crops and livestock products,404,Kenya,5111,Stocks,2121.01,Camels,2017,2017,Head,3338757,A,Official figure
QCL,Crops and livestock products,404,Kenya,5111,Stocks,2121.01,Camels,2018,2018,Head,3273445,A,Official figure
QCL,Crops and livestock products,404,Kenya,5111,Stocks,2121.01,Camels,2019,2019,Head,4721900,A,Official figure
QCL,Crops and livestock products,404,Kenya,5111,Stocks,2121.01,Camels,2020,2020,Head,4669739,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1251,Carrots and turnips,2015,2015,ha,6423,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1251,Carrots and turnips,2016,2016,ha,6867,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1251,Carrots and turnips,2017,2017,ha,6405,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1251,Carrots and turnips,2018,2018,ha,6344,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1251,Carrots and turnips,2019,2019,ha,7637,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1251,Carrots and turnips,2020,2020,ha,5485,A,Official figure
QCL,Crops and livestock products,404,Kenya,5419,Yield,1251,Carrots and turnips,2015,2015,hg/ha,174415,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1251,Carrots and turnips,2016,2016,hg/ha,161564,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1251,Carrots and turnips,2017,2017,hg/ha,311607,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1251,Carrots and turnips,2018,2018,hg/ha,377588,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1251,Carrots and turnips,2019,2019,hg/ha,430830,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5419,Yield,1251,Carrots and turnips,2020,2020,hg/ha,662248,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1251,Carrots and turnips,2015,2015,tonnes,112027,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1251,Carrots and turnips,2016,2016,tonnes,110946,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1251,Carrots and turnips,2017,2017,tonnes,199584,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1251,Carrots and turnips,2018,2018,tonnes,239542,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1251,Carrots and turnips,2019,2019,tonnes,329025,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1251,Carrots and turnips,2020,2020,tonnes,363243,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1372,"Cashew nuts, in shell",2015,2015,ha,24466,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1372,"Cashew nuts, in shell",2016,2016,ha,29830,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1372,"Cashew nuts, in shell",2017,2017,ha,24715,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1372,"Cashew nuts, in shell",2018,2018,ha,22655,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1372,"Cashew nuts, in shell",2019,2019,ha,22686,A,Official figure
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1372,"Cashew nuts, in shell",2020,2020,ha,22690,A,Official figure
QCL,Crops and livestock products,404,Kenya,5419,Yield,1372,"Cashew nuts, in shell",2015,2015,hg/ha,11612,E,Estimated value
